Province/State,Country/Region,Continent,Lat,Long,Date,Confirmed,Deaths,Recovered
,Uganda,Africa,1.373333,32.290275,2020-06-01,457,0,72
,Ukraine,Europe,48.3794,31.1656,2020-06-01,24562,724,10053
,United Arab Emirates,Asia,23.424076,53.847818,2020-06-01,35192,266,18338
Bermuda,United Kingdom,Europe,32.3078,-64.7505,2020-06-01,141,9,112
Cayman Islands,United Kingdom,Europe,19.3133,-81.2546,2020-06-01,150,1,75
Channel Islands,United Kingdom,Europe,49.3723,-2.3644,2020-06-01,560,45,528
Gibraltar,United Kingdom,Europe,36.1408,-5.3536,2020-06-01,170,0,151
Isle of Man,United Kingdom,Europe,54.2361,-4.5481,2020-06-01,336,24,311
Montserrat,United Kingdom,Europe,16.742498,-62.187366,2020-06-01,11,1,10
,United Kingdom,Europe,55.3781,-3.4360000000000004,2020-06-01,257579,39121,0
,Uruguay,South America,-32.5228,-55.7658,2020-06-01,825,23,689
,USA,North America,40.0,-100.0,2020-06-01,1816479,106136,458231
,Uzbekistan,Asia,41.377491,64.585262,2020-06-01,3702,15,2859
,Venezuela,South America,6.4238,-66.5897,2020-06-01,1662,17,302
,Vietnam,Asia,14.058324,108.277199,2020-06-01,328,0,293
,Zambia,Africa,-13.133897,27.849332,2020-06-01,1089,7,912
,Zimbabwe,Africa,-19.015438,29.154857,2020-06-01,203,4,29
Diamond Princess,Canada,North America,0.0,0.0,2020-06-01,1,1,0
,Dominica,North America,15.415,-61.371,2020-06-01,16,0,16
,Grenada,North America,12.1165,-61.679,2020-06-01,23,0,18
,Mozambique,Africa,-18.665695,35.529562,2020-06-01,254,2,0
,Syria,Asia,34.802075,38.99681500000001,2020-06-01,123,5,0
,Timor-Leste,Others,-8.874217,125.727539,2020-06-01,24,0,0
,Belize,North America,17.1899,-88.4976,2020-06-01,18,2,16
,Laos,Asia,19.85627,102.495496,2020-06-01,19,0,16
,Libya,Africa,26.3351,17.228331,2020-06-01,168,5,52
,West Bank and Gaza,Others,31.9522,35.2332,2020-06-01,449,3,372
,Guinea-Bissau,Africa,11.8037,-15.1804,2020-06-01,1339,8,53
,Mali,Africa,17.570692,-3.996166000000001,2020-06-01,1315,78,744
,Saint Kitts and Nevis,North America,17.357822,-62.782998,2020-06-01,15,0,15
Northwest Territories,Canada,North America,64.8255,-124.8457,2020-06-01,5,0,0
Yukon,Canada,North America,64.2823,-135.0,2020-06-01,11,0,0
,Kosovo,Others,42.602636,20.902977,2020-06-01,1083,30,843
,Myanmar,Asia,21.9162,95.956,2020-06-01,228,6,138
Anguilla,United Kingdom,Europe,18.2206,-63.0686,2020-06-01,3,0,3
British Virgin Islands,United Kingdom,Europe,18.4207,-64.64,2020-06-01,8,1,7
Turks and Caicos Islands,United Kingdom,Europe,21.69400000000001,-71.7979,2020-06-01,12,1,11
,MS Zaandam,Others,0.0,0.0,2020-06-01,9,2,0
,Botswana,Africa,-22.3285,24.6849,2020-06-01,38,1,20
,Burundi,Africa,-3.3731,29.9189,2020-06-01,63,1,33
,Sierra Leone,Africa,8.460555000000001,-11.779889,2020-06-01,865,46,475
Caribbean Netherlands,Netherlands,Europe,12.1784,-68.2385,2020-06-01,7,0,7
,Malawi,Africa,-13.2543,34.3015,2020-06-01,336,4,42
Falkland Islands (Malvinas),United Kingdom,Europe,-51.7963,-59.5236,2020-06-01,13,0,13
Saint Pierre and Miquelon,France,Europe,46.8852,-56.3159,2020-06-01,1,0,1
,South Sudan,Africa,6.877000000000002,31.307,2020-06-01,994,10,6
,Western Sahara,Others,24.2155,-12.8858,2020-06-01,9,1,6
,Sao Tome and Principe,Africa,0.1864,6.6131,2020-06-01,484,12,68
,Yemen,Asia,15.552727,48.516388,2020-06-01,354,84,14
,Comoros,Africa,-11.6455,43.3333,2020-06-01,106,2,26
,Tajikistan,Asia,38.861,71.2761,2020-06-01,4013,47,2089
,Lesotho,Africa,-29.61,28.2336,2020-06-01,2,0,1
,Afghanistan,Asia,33.93911,67.709953,2020-06-02,16509,270,1450
,Albania,Europe,41.1533,20.1683,2020-06-02,1164,33,891
,Algeria,Africa,28.0339,1.6596,2020-06-02,9626,667,6067
,Andorra,Europe,42.5063,1.5218,2020-06-02,844,51,733
,Angola,Africa,-11.2027,17.8739,2020-06-02,86,4,18
,Antigua and Barbuda,North America,17.0608,-61.7964,2020-06-02,26,3,20
,Argentina,South America,-38.4161,-63.6167,2020-06-02,18319,569,5709
,Armenia,Asia,40.0691,45.0382,2020-06-02,10009,158,3427
Australian Capital Territory,Australia,Australia,-35.4735,149.0124,2020-06-02,107,3,104
New South Wales,Australia,Australia,-33.8688,151.2093,2020-06-02,3104,48,2691
Northern Territory,Australia,Australia,-12.4634,130.8456,2020-06-02,29,0,29
Queensland,Australia,Australia,-27.4698,153.0251,2020-06-02,1059,6,1047
South Australia,Australia,Australia,-34.9285,138.6007,2020-06-02,440,4,435
Tasmania,Australia,Australia,-42.8821,147.3272,2020-06-02,228,13,208
Victoria,Australia,Australia,-37.8136,144.9631,2020-06-02,1670,19,1569
Western Australia,Australia,Australia,-31.9505,115.8605,2020-06-02,592,9,553
,Austria,Europe,47.5162,14.5501,2020-06-02,16759,669,15629
,Azerbaijan,Asia,40.1431,47.5769,2020-06-02,5935,71,3564
,Bahamas,North America,25.025885,-78.035889,2020-06-02,102,11,49
,Bahrain,Asia,26.0275,50.55,2020-06-02,12311,19,7407
,Bangladesh,Asia,23.685,90.3563,2020-06-02,52445,709,11120
,Barbados,North America,13.1939,-59.5432,2020-06-02,92,7,76
,Belarus,Europe,53.7098,27.9534,2020-06-02,44255,243,19195
,Belgium,Europe,50.8333,4.469936,2020-06-02,58615,9505,15934
,Benin,Africa,9.3077,2.3158,2020-06-02,244,3,148
,Bhutan,Asia,27.5142,90.4336,2020-06-02,47,0,9
,Bolivia,South America,-16.2902,-63.5887,2020-06-02,10991,376,1298
,Bosnia and Herzegovina,Europe,43.9159,17.6791,2020-06-02,2535,157,1910
,Brazil,South America,-14.235,-51.9253,2020-06-02,555383,31199,223638
,Brunei,Asia,4.5353,114.7277,2020-06-02,141,2,138
,Bulgaria,Europe,42.7339,25.4858,2020-06-02,2538,144,1123
,Burkina Faso,Africa,12.2383,-1.5616,2020-06-02,881,53,720
,Cabo Verde,Africa,16.5388,-23.0418,2020-06-02,466,5,237
,Cambodia,Asia,11.55,104.9167,2020-06-02,125,0,123
,Cameroon,Africa,3.848,11.5021,2020-06-02,6585,200,3676
Alberta,Canada,North America,53.9333,-116.5765,2020-06-02,7057,143,0
British Columbia,Canada,North America,53.7267,-127.6476,2020-06-02,2601,165,0
Grand Princess,Canada,North America,0.0,0.0,2020-06-02,13,0,0
Manitoba,Canada,North America,53.7609,-98.8139,2020-06-02,297,7,0
New Brunswick,Canada,North America,46.5653,-66.4619,2020-06-02,133,0,0
Newfoundland and Labrador,Canada,North America,53.1355,-57.6604,2020-06-02,261,3,0
Nova Scotia,Canada,North America,44.682,-63.7443,2020-06-02,1057,60,0
Ontario,Canada,North America,51.2538,-85.3232,2020-06-02,30259,2375,0
Prince Edward Island,Canada,North America,46.5107,-63.4168,2020-06-02,27,0,0
Quebec,Canada,North America,52.9399,-73.5491,2020-06-02,51593,4713,0
Saskatchewan,Canada,North America,52.9399,-106.4509,2020-06-02,646,11,0
,Central African Republic,Africa,6.6111,20.9394,2020-06-02,1069,4,23
,Chad,Africa,15.4542,18.7322,2020-06-02,803,66,562
,Chile,South America,-35.6751,-71.543,2020-06-02,132548,1188,86173
Anhui,China,Asia,31.8257,117.2264,2020-06-02,991,6,985
Beijing,China,Asia,40.1824,116.4142,2020-06-02,593,9,581
Chongqing,China,Asia,30.0572,107.874,2020-06-02,579,6,573
Fujian,China,Asia,26.0789,117.9874,2020-06-02,358,1,356
Gansu,China,Asia,35.7518,104.2861,2020-06-02,139,2,137
Guangdong,China,Asia,23.3417,113.4244,2020-06-02,1597,8,1583
Guangxi,China,Asia,23.8298,108.7881,2020-06-02,254,2,252
Guizhou,China,Asia,26.8154,106.8748,2020-06-02,147,2,145
Hainan,China,Asia,19.1959,109.7453,2020-06-02,169,6,163
Hebei,China,Asia,39.549,116.1306,2020-06-02,328,6,0
Heilongjiang,China,Asia,47.862,127.7615,2020-06-02,945,13,932
Henan,China,Asia,37.8957,114.9042,2020-06-02,1276,22,0
Hong Kong,China,Asia,22.3,114.2,2020-06-02,1093,4,1038
Hubei,China,Asia,30.9756,112.2707,2020-06-02,68135,4512,63620
Hunan,China,Asia,27.6104,111.7088,2020-06-02,1019,4,1015
Inner Mongolia,China,Asia,44.0935,113.9448,2020-06-02,235,1,209
Jiangsu,China,Asia,32.9711,119.455,2020-06-02,653,0,653
Jiangxi,China,Asia,27.614,115.7221,2020-06-02,937,1,936
Jilin,China,Asia,43.6661,126.1923,2020-06-02,155,2,147
Liaoning,China,Asia,41.2956,122.6085,2020-06-02,149,2,147
Macau,China,Asia,22.1667,113.55,2020-06-02,45,0,45
Ningxia,China,Asia,37.2692,106.1655,2020-06-02,75,0,75
Qinghai,China,Asia,35.7452,95.9956,2020-06-02,18,0,18
Shaanxi,China,Asia,35.1917,108.8701,2020-06-02,309,3,305
Shandong,China,Asia,36.3427,118.1498,2020-06-02,792,7,780
Shanghai,China,Asia,31.202,121.4491,2020-06-02,673,7,661
Shanxi,China,Asia,37.5777,112.2922,2020-06-02,198,0,198
Sichuan,China,Asia,30.6171,102.7103,2020-06-02,577,3,558
Tianjin,China,Asia,39.3054,117.323,2020-06-02,192,3,188
Tibet,China,Asia,31.6927,88.0924,2020-06-02,1,0,1
Xinjiang,China,Asia,41.1129,85.2401,2020-06-02,76,3,73
Yunnan,China,Asia,24.974,101.487,2020-06-02,185,2,183
Zhejiang,China,Asia,29.1832,120.0934,2020-06-02,1268,1,1267
,Colombia,South America,4.5709,-74.2973,2020-06-02,31833,1009,9689
,Republic of the Congo,Africa,-0.228,15.8277,2020-06-02,611,20,179
,Democratic Republic of the Congo,Africa,-4.0383,21.7587,2020-06-02,3326,72,482
,Costa Rica,North America,9.7489,-83.7534,2020-06-02,1105,10,682
,Côte d'Ivoire,Africa,7.54,-5.5471,2020-06-02,3024,33,1501
,Croatia,Europe,45.1,15.2,2020-06-02,2246,103,2088
,Diamond Princess,Others,0.0,0.0,2020-06-02,712,13,651
,Cuba,North America,21.521757,-77.78116700000002,2020-06-02,2092,83,1827
,Cyprus,Asia,35.1264,33.4299,2020-06-02,952,17,790
,Czechia,Europe,49.8175,15.473,2020-06-02,9364,323,6686
Faroe Islands,Denmark,Europe,61.8926,-6.9118,2020-06-02,187,0,187
Greenland,Denmark,Europe,71.7069,-42.6043,2020-06-02,13,0,11
,Denmark,Europe,56.2639,9.5018,2020-06-02,11734,580,10489
,Djibouti,Africa,11.8251,42.5903,2020-06-02,3779,25,1607
,Dominican Republic,North America,18.7357,-70.1627,2020-06-02,17752,515,11075
,Ecuador,South America,-1.8312,-78.1834,2020-06-02,40414,3438,20019
,Egypt,Africa,26.820553000000004,30.802498,2020-06-02,27536,1052,6827
,El Salvador,North America,13.7942,-88.8965,2020-06-02,2653,49,1160
,Equatorial Guinea,Africa,1.6508,10.2679,2020-06-02,1306,12,200
,Eritrea,Africa,15.1794,39.7823,2020-06-02,39,0,39
,Estonia,Europe,58.5953,25.0136,2020-06-02,1870,68,1632
,Eswatini,Africa,-26.5225,31.4659,2020-06-02,294,3,198
,Ethiopia,Africa,9.145,40.4897,2020-06-02,1344,14,231
,Fiji,Australia,-17.7134,178.065,2020-06-02,18,0,15
,Finland,Europe,61.92411,25.748151,2020-06-02,6887,320,5500
French Guiana,France,Europe,3.9339,-53.1258,2020-06-02,517,1,207
French Polynesia,France,Europe,-17.6797,149.4068,2020-06-02,60,0,60
Guadeloupe,France,Europe,16.265,-61.551,2020-06-02,162,14,138
Mayotte,France,Europe,-12.8275,45.166244,2020-06-02,1986,24,1473
New Caledonia,France,Europe,-20.904305,165.618042,2020-06-02,20,0,18
Reunion,France,Europe,-21.1151,55.5364,2020-06-02,477,1,411
Saint Barthelemy,France,Europe,17.9,-62.8333,2020-06-02,6,0,6
St Martin,France,Europe,18.0708,-63.0501,2020-06-02,41,3,33
Martinique,France,Europe,14.6415,-61.0242,2020-06-02,200,14,98
,France,Europe,46.2276,2.2137,2020-06-02,185112,28886,66485
,Gabon,Africa,-0.8037,11.6094,2020-06-02,2803,20,779
,Gambia,Africa,13.4432,-15.3101,2020-06-02,25,1,20
,Georgia,Asia,42.3154,43.3569,2020-06-02,796,13,634
,Germany,Europe,51.165691,10.451526,2020-06-02,183879,8563,166609
,Ghana,Africa,7.9465,-1.0232,2020-06-02,8297,38,2986
,Greece,Europe,39.0742,21.8243,2020-06-02,2937,179,1374
,Guatemala,North America,15.7835,-90.2308,2020-06-02,5586,123,824
,Guinea,Africa,9.9456,-9.6966,2020-06-02,3886,23,2267
,Guyana,South America,4.860416000000002,-58.93018000000001,2020-06-02,153,12,70
,Haiti,North America,18.9712,-72.2852,2020-06-02,2226,45,24
,Holy See,Others,41.9029,12.4534,2020-06-02,12,0,2
,Honduras,North America,15.2,-86.2419,2020-06-02,5527,225,563
,Hungary,Europe,47.1625,19.5033,2020-06-02,3921,532,2160
,Iceland,Europe,64.9631,-19.0208,2020-06-02,1806,10,1794
,India,Asia,20.593684,78.96288,2020-06-02,207191,5829,100285
,Indonesia,Asia,-0.7893,113.9213,2020-06-02,27549,1663,7935
,Iran,Asia,32.427908,53.68804599999999,2020-06-02,157562,7942,123077
,Iraq,Asia,33.223191,43.679291,2020-06-02,7387,235,3508
,Ireland,Europe,53.1424,-7.6921,2020-06-02,25066,1658,22089
,Israel,Asia,31.046051,34.851612,2020-06-02,17285,290,14940
,Italy,Europe,41.87194,12.56738,2020-06-02,233515,33530,160092
,Jamaica,North America,18.1096,-77.2975,2020-06-02,590,9,356
,Japan,Asia,36.204824,138.252924,2020-06-02,16837,902,14585
,Jordan,Asia,31.24,36.51,2020-06-02,755,9,549
,Kazakhstan,Asia,48.0196,66.9237,2020-06-02,11571,44,5941
,Kenya,Africa,-0.0236,37.9062,2020-06-02,2093,71,499
,South Korea,Asia,35.90775700000001,127.766922,2020-06-02,11590,273,10467
,Kuwait,Asia,29.31166,47.481766,2020-06-02,28649,226,14281
,Kyrgyzstan,Asia,41.20438,74.766098,2020-06-02,1845,17,1219
,Latvia,Europe,56.8796,24.6032,2020-06-02,1071,24,760
,Lebanon,Asia,33.8547,35.8623,2020-06-02,1242,27,719
,Liberia,Africa,6.4280550000000005,-9.429499,2020-06-02,311,28,167
,Liechtenstein,Europe,47.14,9.55,2020-06-02,82,1,81
,Lithuania,Europe,55.1694,23.8813,2020-06-02,1682,71,1249
,Luxembourg,Europe,49.8153,6.1296,2020-06-02,4020,110,3848
,Madagascar,Africa,-18.766947,46.869107,2020-06-02,845,6,185
,Malaysia,Asia,4.210483999999999,101.975766,2020-06-02,7877,115,6470
,Maldives,Asia,3.2028,73.2207,2020-06-02,1841,7,608
,Malta,Europe,35.9375,14.3754,2020-06-02,620,9,554
,Mauritania,Africa,21.0079,-10.9408,2020-06-02,668,31,55
,Mauritius,Africa,-20.348404,57.552152,2020-06-02,335,10,322
,Mexico,North America,23.6345,-102.5528,2020-06-02,97326,10637,69749
,Moldova,Europe,47.4116,28.3699,2020-06-02,8548,307,4738
,Monaco,Europe,43.7333,7.4167,2020-06-02,99,4,90
,Mongolia,Asia,46.8625,103.8467,2020-06-02,185,0,44
,Montenegro,Europe,42.708678000000006,19.37439,2020-06-02,324,9,315
,Morocco,Africa,31.7917,-7.0926,2020-06-02,7866,206,6410
,Namibia,Africa,-22.9576,18.4904,2020-06-02,25,0,16
,Nepal,Asia,28.1667,84.25,2020-06-02,2099,8,266
Aruba,Netherlands,Europe,12.5211,-69.9683,2020-06-02,101,3,98
Curacao,Netherlands,Europe,12.1696,-68.99,2020-06-02,20,1,15
Sint Maarten,Netherlands,Europe,18.0425,-63.0548,2020-06-02,77,15,60
,Netherlands,Europe,52.1326,5.2913,2020-06-02,46647,5967,0
,New Zealand,Australia,-40.9006,174.886,2020-06-02,1504,22,1481
,Nicaragua,North America,12.865416,-85.207229,2020-06-02,1118,46,370
,Niger,Africa,17.607789,8.081666,2020-06-02,960,65,848
,Nigeria,Africa,9.082,8.6753,2020-06-02,10819,314,3240
,North Macedonia,Europe,41.6086,21.7453,2020-06-02,2391,141,1595
,Norway,Europe,60.472,8.4689,2020-06-02,8455,237,7727
,Oman,Asia,21.512583,55.92325500000001,2020-06-02,12799,59,2812
,Pakistan,Asia,30.3753,69.3451,2020-06-02,80463,1688,28923
,Panama,North America,8.538,-80.7821,2020-06-02,14095,352,9514
,Papua New Guinea,Australia,-6.314993,143.95555,2020-06-02,8,0,8
,Paraguay,South America,-23.4425,-58.4438,2020-06-02,1013,11,498
,Peru,South America,-9.19,-75.0152,2020-06-02,178165,4767,69257
,Philippines,Asia,12.879721,121.774017,2020-06-02,18997,966,4063
,Poland,Europe,51.9194,19.1451,2020-06-02,24395,1092,11726
,Portugal,Europe,39.3999,-8.2245,2020-06-02,32895,1436,19869
,Qatar,Asia,25.3548,51.1839,2020-06-02,60259,43,36036
,Romania,Europe,45.9432,24.9668,2020-06-02,19517,1288,13526
,Russia,Europe,61.52401,105.318756,2020-06-02,423186,5031,186602
,Rwanda,Africa,-1.9403,29.8739,2020-06-02,384,2,269
,Saint Lucia,North America,13.9094,-60.9789,2020-06-02,18,0,18
,Saint Vincent and the Grenadines,North America,12.9843,-61.2872,2020-06-02,26,0,15
,San Marino,Europe,43.9424,12.4578,2020-06-02,672,42,384
,Saudi Arabia,Asia,23.885942,45.079162,2020-06-02,89011,549,65790
,Senegal,Africa,14.4974,-14.4524,2020-06-02,3836,43,1954
,Serbia,Europe,44.0165,21.0059,2020-06-02,11454,245,6766
,Seychelles,Africa,-4.6796,55.492,2020-06-02,11,0,11
,Singapore,Asia,1.2833,103.8333,2020-06-02,35836,24,23175
,Slovakia,Europe,48.669,19.699,2020-06-02,1522,28,1372
,Slovenia,Europe,46.1512,14.9955,2020-06-02,1475,109,1358
,Somalia,Africa,5.152149,46.199616,2020-06-02,2089,79,361
,South Africa,Africa,-30.5595,22.9375,2020-06-02,35812,755,18313
,Spain,Europe,40.463667,-3.74922,2020-06-02,239932,27127,150376
,Sri Lanka,Asia,7.873054,80.77179699999998,2020-06-02,1683,11,823
,Sudan,Africa,12.8628,30.2176,2020-06-02,5310,307,1625
,Suriname,South America,3.9193,-56.0278,2020-06-02,54,1,9
,Sweden,Europe,60.128161,18.643501,2020-06-02,38589,4468,0
,Switzerland,Europe,46.8182,8.2275,2020-06-02,30874,1920,28500
,Taiwan,Asia,23.7,121.0,2020-06-02,443,7,427
,Tanzania,Africa,-6.369028,34.888822,2020-06-02,509,21,183
,Thailand,Asia,15.870032,100.992541,2020-06-02,3083,58,2966
,Togo,Africa,8.6195,0.8248,2020-06-02,445,13,230
,Trinidad and Tobago,North America,10.6918,-61.2225,2020-06-02,117,8,108
,Tunisia,Africa,33.886917,9.537499,2020-06-02,1086,48,965
,Turkey,Asia,38.9637,35.2433,2020-06-02,165555,4585,129921
,Uganda,Africa,1.373333,32.290275,2020-06-02,489,0,82
,Ukraine,Europe,48.3794,31.1656,2020-06-02,24895,733,10461
,United Arab Emirates,Asia,23.424076,53.847818,2020-06-02,35788,269,18726
Bermuda,United Kingdom,Europe,32.3078,-64.7505,2020-06-02,141,9,113
Cayman Islands,United Kingdom,Europe,19.3133,-81.2546,2020-06-02,151,1,77
Channel Islands,United Kingdom,Europe,49.3723,-2.3644,2020-06-02,560,46,528
Gibraltar,United Kingdom,Europe,36.1408,-5.3536,2020-06-02,172,0,151
Isle of Man,United Kingdom,Europe,54.2361,-4.5481,2020-06-02,336,24,311
Montserrat,United Kingdom,Europe,16.742498,-62.187366,2020-06-02,11,1,10
,United Kingdom,Europe,55.3781,-3.4360000000000004,2020-06-02,259046,39447,0
,Uruguay,South America,-32.5228,-55.7658,2020-06-02,826,23,691
,USA,North America,40.0,-100.0,2020-06-02,1837374,107169,463868
,Uzbekistan,Asia,41.377491,64.585262,2020-06-02,3760,15,2908
,Venezuela,South America,6.4238,-66.5897,2020-06-02,1819,18,334
,Vietnam,Asia,14.058324,108.277199,2020-06-02,328,0,298
,Zambia,Africa,-13.133897,27.849332,2020-06-02,1089,7,912
,Zimbabwe,Africa,-19.015438,29.154857,2020-06-02,206,4,29
Diamond Princess,Canada,North America,0.0,0.0,2020-06-02,0,1,0
,Dominica,North America,15.415,-61.371,2020-06-02,18,0,16
,Grenada,North America,12.1165,-61.679,2020-06-02,23,0,18
,Mozambique,Africa,-18.665695,35.529562,2020-06-02,307,2,0
,Syria,Asia,34.802075,38.99681500000001,2020-06-02,123,6,0
,Timor-Leste,Others,-8.874217,125.727539,2020-06-02,24,0,0
,Belize,North America,17.1899,-88.4976,2020-06-02,18,2,16
,Laos,Asia,19.85627,102.495496,2020-06-02,19,0,16
,Libya,Africa,26.3351,17.228331,2020-06-02,182,5,52
,West Bank and Gaza,Others,31.9522,35.2332,2020-06-02,451,3,372
,Guinea-Bissau,Africa,11.8037,-15.1804,2020-06-02,1339,8,53
,Mali,Africa,17.570692,-3.996166000000001,2020-06-02,1351,78,769
,Saint Kitts and Nevis,North America,17.357822,-62.782998,2020-06-02,15,0,15
Northwest Territories,Canada,North America,64.8255,-124.8457,2020-06-02,5,0,0
Yukon,Canada,North America,64.2823,-135.0,2020-06-02,11,0,0
,Kosovo,Others,42.602636,20.902977,2020-06-02,1110,30,843
,Myanmar,Asia,21.9162,95.956,2020-06-02,232,6,143
Anguilla,United Kingdom,Europe,18.2206,-63.0686,2020-06-02,3,0,3
British Virgin Islands,United Kingdom,Europe,18.4207,-64.64,2020-06-02,8,1,7
Turks and Caicos Islands,United Kingdom,Europe,21.69400000000001,-71.7979,2020-06-02,12,1,11
,MS Zaandam,Others,0.0,0.0,2020-06-02,9,2,0
,Botswana,Africa,-22.3285,24.6849,2020-06-02,40,1,23
,Burundi,Africa,-3.3731,29.9189,2020-06-02,63,1,33
,Sierra Leone,Africa,8.460555000000001,-11.779889,2020-06-02,896,46,480
Caribbean Netherlands,Netherlands,Europe,12.1784,-68.2385,2020-06-02,7,0,7
,Malawi,Africa,-13.2543,34.3015,2020-06-02,358,4,42
Falkland Islands (Malvinas),United Kingdom,Europe,-51.7963,-59.5236,2020-06-02,13,0,13
Saint Pierre and Miquelon,France,Europe,46.8852,-56.3159,2020-06-02,1,0,1
,South Sudan,Africa,6.877000000000002,31.307,2020-06-02,994,10,6
,Western Sahara,Others,24.2155,-12.8858,2020-06-02,9,1,6
,Sao Tome and Principe,Africa,0.1864,6.6131,2020-06-02,484,12,68
,Yemen,Asia,15.552727,48.516388,2020-06-02,399,87,15
,Comoros,Africa,-11.6455,43.3333,2020-06-02,132,2,27
,Tajikistan,Asia,38.861,71.2761,2020-06-02,4100,47,2217
,Lesotho,Africa,-29.61,28.2336,2020-06-02,2,0,1
,Afghanistan,Asia,33.93911,67.709953,2020-06-03,17267,294,1522
,Albania,Europe,41.1533,20.1683,2020-06-03,1184,33,898
,Algeria,Africa,28.0339,1.6596,2020-06-03,9733,673,6218
,Andorra,Europe,42.5063,1.5218,2020-06-03,851,51,735
,Angola,Africa,-11.2027,17.8739,2020-06-03,86,4,18
,Antigua and Barbuda,North America,17.0608,-61.7964,2020-06-03,26,3,20
,Argentina,South America,-38.4161,-63.6167,2020-06-03,19268,583,5896
,Armenia,Asia,40.0691,45.0382,2020-06-03,10524,170,3454
Australian Capital Territory,Australia,Australia,-35.4735,149.0124,2020-06-03,107,3,104
New South Wales,Australia,Australia,-33.8688,151.2093,2020-06-03,3106,48,2700
Northern Territory,Australia,Australia,-12.4634,130.8456,2020-06-03,29,0,29
Queensland,Australia,Australia,-27.4698,153.0251,2020-06-03,1060,6,1046
South Australia,Australia,Australia,-34.9285,138.6007,2020-06-03,440,4,435
Tasmania,Australia,Australia,-42.8821,147.3272,2020-06-03,228,13,208
Victoria,Australia,Australia,-37.8136,144.9631,2020-06-03,1678,19,1569
Western Australia,Australia,Australia,-31.9505,115.8605,2020-06-03,592,9,557
,Austria,Europe,47.5162,14.5501,2020-06-03,16771,670,15672
,Azerbaijan,Asia,40.1431,47.5769,2020-06-03,6260,76,3665
,Bahamas,North America,25.025885,-78.035889,2020-06-03,102,11,55
,Bahrain,Asia,26.0275,50.55,2020-06-03,12815,20,7410
,Bangladesh,Asia,23.685,90.3563,2020-06-03,55140,746,11590
,Barbados,North America,13.1939,-59.5432,2020-06-03,92,7,81
,Belarus,Europe,53.7098,27.9534,2020-06-03,45116,248,20171
,Belgium,Europe,50.8333,4.469936,2020-06-03,58685,9522,15959
,Benin,Africa,9.3077,2.3158,2020-06-03,244,3,148
,Bhutan,Asia,27.5142,90.4336,2020-06-03,47,0,9
,Bolivia,South America,-16.2902,-63.5887,2020-06-03,11638,400,1507
,Bosnia and Herzegovina,Europe,43.9159,17.6791,2020-06-03,2551,157,1939
,Brazil,South America,-14.235,-51.9253,2020-06-03,584016,32548,238617
,Brunei,Asia,4.5353,114.7277,2020-06-03,141,2,138
,Bulgaria,Europe,42.7339,25.4858,2020-06-03,2560,146,1206
,Burkina Faso,Africa,12.2383,-1.5616,2020-06-03,884,53,753
,Cabo Verde,Africa,16.5388,-23.0418,2020-06-03,477,5,238
,Cambodia,Asia,11.55,104.9167,2020-06-03,125,0,123
,Cameroon,Africa,3.848,11.5021,2020-06-03,6585,200,3676
Alberta,Canada,North America,53.9333,-116.5765,2020-06-03,7076,145,0
British Columbia,Canada,North America,53.7267,-127.6476,2020-06-03,2623,166,0
Grand Princess,Canada,North America,0.0,0.0,2020-06-03,13,0,0
Manitoba,Canada,North America,53.7609,-98.8139,2020-06-03,298,7,0
New Brunswick,Canada,North America,46.5653,-66.4619,2020-06-03,135,0,0
Newfoundland and Labrador,Canada,North America,53.1355,-57.6604,2020-06-03,261,3,0
Nova Scotia,Canada,North America,44.682,-63.7443,2020-06-03,1058,60,0
Ontario,Canada,North America,51.2538,-85.3232,2020-06-03,30603,2392,0
Prince Edward Island,Canada,North America,46.5107,-63.4168,2020-06-03,27,0,0
Quebec,Canada,North America,52.9399,-73.5491,2020-06-03,51884,4794,0
Saskatchewan,Canada,North America,52.9399,-106.4509,2020-06-03,647,11,0
,Central African Republic,Africa,6.6111,20.9394,2020-06-03,1173,4,23
,Chad,Africa,15.4542,18.7322,2020-06-03,820,66,590
,Chile,South America,-35.6751,-71.543,2020-06-03,137490,1275,90748
Anhui,China,Asia,31.8257,117.2264,2020-06-03,991,6,985
Beijing,China,Asia,40.1824,116.4142,2020-06-03,594,9,583
Chongqing,China,Asia,30.0572,107.874,2020-06-03,579,6,573
Fujian,China,Asia,26.0789,117.9874,2020-06-03,358,1,356
Gansu,China,Asia,35.7518,104.2861,2020-06-03,139,2,137
Guangdong,China,Asia,23.3417,113.4244,2020-06-03,1598,8,1583
Guangxi,China,Asia,23.8298,108.7881,2020-06-03,254,2,252
Guizhou,China,Asia,26.8154,106.8748,2020-06-03,147,2,145
Hainan,China,Asia,19.1959,109.7453,2020-06-03,169,6,163
Hebei,China,Asia,39.549,116.1306,2020-06-03,328,6,0
Heilongjiang,China,Asia,47.862,127.7615,2020-06-03,947,13,934
Henan,China,Asia,37.8957,114.9042,2020-06-03,1276,22,0
Hong Kong,China,Asia,22.3,114.2,2020-06-03,1093,4,1039
Hubei,China,Asia,30.9756,112.2707,2020-06-03,68135,4512,63620
Hunan,China,Asia,27.6104,111.7088,2020-06-03,1019,4,1015
Inner Mongolia,China,Asia,44.0935,113.9448,2020-06-03,235,1,212
Jiangsu,China,Asia,32.9711,119.455,2020-06-03,653,0,653
